Gene_ID,Name,s_frt82b_1,s_frt82b_2,s_frt82b_3,s_wda_1,s_wda_2,s_wda_3
FBgn0036273,INPP5E,3.91,4.97,5.13,2.74,3.19,2.82
FBgn0036274,CG4328,0,0,0,0,0,0
FBgn0036277,CG10418,64.81,62.43,61.87,67.06,63.52,73.38
FBgn0036278,CrzR,0.14,0.2,0.25,1.58,1.31,0.67
FBgn0036279,Ncc69,26.88,36.36,25.95,106.47,88.89,80.64
FBgn0036282,Smyd4-2,0.19,0.16,0.13,3.28,2.49,3.1
FBgn0036285,toe,0,0,0,0,0,0.02
FBgn0036286,CG10616,49.83,47.76,52.99,36.11,34.55,32.02
FBgn0036287,CG10663,0.73,0.85,0.84,1.44,1.26,1.24
FBgn0036288,CG10660,3.88,3.45,3.93,16.32,13.18,11.5
FBgn0036289,CG10657,0.03,0.08,0.03,0.36,0.34,0.26
FBgn0036290,CG10638,137.71,136.53,131.3,140.98,149.64,152.87
FBgn0036291,CG10681,13.53,11.39,11.35,12.53,11.94,10.49
FBgn0036292,CG10646,15.78,15.93,15.27,14.93,14.91,14
FBgn0036294,CG10654,8.03,7.76,8.86,6.68,8.36,7.55
FBgn0036298,nst,57.99,59.93,62.5,37.32,39.07,37.46
FBgn0036299,Tsf2,58.97,58.07,59.14,31.05,28.47,27.37
FBgn0036300,Pmm2,53.49,49.52,51,45.33,43.16,38.43
FBgn0036301,CG4069,63.76,60.09,64.47,66.57,75.8,69.79
FBgn0036302,sowah,29.36,28.48,29.81,29.04,31.31,27.24
FBgn0036305,CG10984,33.61,29.85,35.94,31.47,29.75,25.58
FBgn0036306,CG10973,55.01,46.35,50.87,52.27,53.6,48.93
FBgn0036309,Hip1,28.43,26.79,30.07,24.97,21.53,20.39
FBgn0036310,CG10969,0,0,0,0,0,0
FBgn0036311,CG17666,0,0,0,0.02,0.03,0
FBgn0036314,Sf3a2,81.69,80.38,84.07,64.36,78.39,68.27
FBgn0036316,CG10960,169.04,158.15,174.47,61.37,52.37,39.47
FBgn0036317,CG10948,18.61,17.83,19.71,15.33,17.14,14.04
FBgn0036318,Wbp2,46.58,45.69,47.53,111.95,107.79,109.22
FBgn0036319,Ent3,0.09,0.08,0.06,0.28,0.16,0.13
FBgn0036320,CG10943,0,0,0,0,0,0.04
FBgn0036321,CG14120,0,0.01,0.02,0,0,0
FBgn0036323,CG14118,3.36,3.1,1.94,0.31,0.44,0.19
FBgn0036324,CG12520,2.77,2.46,2.44,2.75,2.36,3.34
FBgn0036325,CG10752,0,0,0,0,0,0
FBgn0036327,CG10748,0,0,0,0,0,0
FBgn0036328,CG10749,0,0,0,0,0,0
FBgn0036329,CG11262,0,0,0,0,0,0.02
FBgn0036330,CG11263,13.76,11.59,14.19,6.33,10.09,6.52
FBgn0036331,CG14117,26.84,23.3,27.37,21.29,19.16,16.7
FBgn0036332,CG11261,17.24,16.08,18.74,15.24,16.86,14.01
FBgn0036333,MICAL-like,64.21,62.78,74.85,32.75,33.91,28.24
FBgn0036334,CG11267,659.3,628.84,670.02,576.91,644.34,613.21
FBgn0036335,mRpL20,83.14,75.01,77.07,96.37,86.38,93.18
FBgn0036336,ste14,36.51,37.38,36.95,12.16,11.59,11.64
FBgn0036337,AdenoK,73.29,66.88,74.04,84.41,89.77,88.48
FBgn0036340,SRm160,47.55,50.99,56.69,30.93,38.73,29.34
FBgn0036341,Syx13,60.36,58.42,64.64,38.33,31.15,37.95
FBgn0036342,CG11279,61.39,54.3,54.82,70.14,75.95,73.08
FBgn0036343,CG14115,0,0,0,0,0,0
FBgn0036345,CG17300,0,0,0,0,0,0.2
FBgn0036346,CG11251,0,0,0,0,0,0
FBgn0036348,CG17687,0,0,0,0,0.01,0.01
FBgn0036349,SNCF,0,0,0,0,0,0
FBgn0036350,CG14111,0,0,0.06,0,0,0
FBgn0036351,CG14107,0,0,0.05,0.1,0,0.05
FBgn0036352,CG14110,0.04,0.09,0,0.13,0.06,0
FBgn0036353,CG10171,27.95,25.29,28.96,28.54,22.01,25.69
FBgn0036354,Poc1,36.72,38.52,37.02,22.69,25.69,24.08
FBgn0036356,CG10222,30.61,29.31,31.77,14.05,13.66,16.12
FBgn0036359,CG14105,0,0,0,0,0,0.07
FBgn0036360,CG10713,0,0,0,0.02,0,0
FBgn0036361,CG10154,0,0,0,0,0,0
FBgn0036362,CG10725,0,0,0,0.05,0,0.05
FBgn0036363,CG10140,0,0,0,0,0,0.28
FBgn0036364,CG14109,0.25,0.44,0.39,13.97,8,10.84
FBgn0036365,cmb,12.2,13.28,13.28,20.76,17.94,16.62
FBgn0036366,JMJD7,49.31,49.41,51.01,28.78,28.9,37.25
FBgn0036367,CG10116,0,0,0,0.05,0.04,0
FBgn0036368,CG10738,16.93,17.04,18.27,3.96,3.32,3.88
FBgn0036369,CG10089,5.38,7.2,7.16,4.75,4.31,4.63
FBgn0036372,Abp1,73.7,68.45,82.05,26.02,26.16,23.2
FBgn0036373,Tgi,28.79,32.31,34.5,104.6,111.42,78.61
FBgn0036374,Spt20,15.4,17.6,19.81,5.25,5.98,4.59
FBgn0036376,Liprin-beta,57.55,53.29,59.1,55.82,61.83,54.46
FBgn0036377,CG10710,0.11,0.06,0.09,1.38,1.06,0.96
FBgn0036380,CG8757,0,0,0,0,0,0
FBgn0036381,CG8745,2.84,2.6,3.31,52.11,39.13,32.86
FBgn0036382,CG13737,42.06,49.35,35.03,0.09,0.27,0
FBgn0036386,CG8833,23.96,21.18,26.83,10.83,11,9.61
FBgn0036389,ssp2,76.15,73.94,83.09,44.11,52.6,45.04
FBgn0036390,CG13738,0,0,0,0.29,0.21,0.42
FBgn0036391,CG17364,0.02,0.01,0,0.14,0.11,0.08
FBgn0036393,CG17362,0,0,0,0,0,0
FBgn0036394,CG9040,0,0,0,0,0,0
FBgn0036395,CG17361,31.52,29.27,32.82,12.56,12.72,11.48
FBgn0036396,CG17359,19.08,19,21.86,11.08,12.15,11.93
FBgn0036397,Nprl3,29.48,30.49,31.64,6.58,7.6,7.86
FBgn0036398,upSET,12.52,15.1,15.86,11.02,11.65,8.98
FBgn0036402,CG6650,22.36,22.53,25.05,24.94,27.93,26.55
FBgn0036403,CG6661,0.04,0.02,0.02,0,0.02,0.02
FBgn0036405,CG6833,40.23,39.71,44.38,44.32,47.65,45.69
FBgn0036406,CG13484,30.18,26.64,30.36,20.85,18.74,16.53
FBgn0036410,CG8100,0,0,0,0.11,0.05,0.04
FBgn0036411,Sox21a,0,0,0,0,0,0
FBgn0036414,nan,0.03,0.04,0.07,0.05,0.02,0.02
FBgn0036415,CG7768,0,0.05,0.07,0.21,0.4,0.14
FBgn0036416,CG7924,0.04,0.03,0,0.04,0.15,0.04
FBgn0036417,CG7906,0,0,0,0,0,0
FBgn0036419,CG13482,0,0,0,0.27,0,0
FBgn0036421,CG13481,0,0,0,0,0,0
FBgn0036422,CG3868,0.07,0,0,0.08,0.17,0.19
FBgn0036423,CG3919,11.28,11.2,12.17,5.26,5.05,4.4
FBgn0036426,CG9592,0,0,0,0,0,0
FBgn0036427,CG4613,0,0,0,0,0,0.04
FBgn0036428,Gbs-70E,141.57,129.34,157.85,67.76,61.12,44.73
FBgn0036433,CG9628,27.49,24.53,22.61,23.44,19.32,19.35
FBgn0036436,CG4914,0.35,0.15,0.23,1.55,1.22,0.93
FBgn0036437,CG5048,0,0,0,0,0,0.09
FBgn0036438,goddard,0,0,0,0,0,0.08
FBgn0036439,CG13474,0,0,0,0,0,0
FBgn0036440,CG17177,0.07,0.05,0.19,0,0,0
FBgn0036441,CG13476,0,0,0,0,0,0
FBgn0036442,CG13473,0,0,0,0.08,0,0
FBgn0036443,CG13471,0,0,0,0,0,0
FBgn0036446,CG9384,17.23,18.01,19.99,20,18.77,17.96
FBgn0036447,CG17173,0,0,0,0,0.02,0
FBgn0036448,mop,52.7,60.69,60.39,37.68,39.36,32.2
FBgn0036449,bmm,79.33,80.63,79.96,106.42,85.62,62.56
FBgn0036450,Tdrd3,56.15,57.72,64.84,23.06,25.34,20.18
FBgn0036451,CG9425,19.63,23.27,22.63,16.49,19.09,13.32
FBgn0036454,CG17839,2.41,3.1,2.98,7.27,6.48,4.66
FBgn0036459,CG3349,0,0,0,0,0,0
FBgn0036460,CG5114,49.62,48,47.14,112.52,114.72,118.07
FBgn0036461,Zip71B,0.02,0.21,0.15,0.99,0.26,0.27
FBgn0036462,mRpL39,103.55,103.27,102.17,116.88,120.35,139.2
FBgn0036463,Reck,0.11,0.14,0.11,0.43,0.32,0.24
FBgn0036465,Rpn12R,0,0,0,0,0,0.1
FBgn0036466,CG18581,0,0,0,0.07,0.05,0.07
FBgn0036467,CG12310,0,0,0,0.09,0.13,0.09
FBgn0036468,CG13461,0,0,0,0,0,0
FBgn0036469,CG18649,0,0,0,0,0,0.1
FBgn0036470,EAChm,0,0,0,0,0,0
FBgn0036471,CG13460,0,0,0,0,0.05,0
FBgn0036474,Or71a,0,0,0,0,0,0.06
FBgn0036476,sstn,6.81,6.67,8.44,8.68,8.77,7.42
FBgn0036479,CG13458,0.04,0.04,0.02,0.31,0.35,0.26
FBgn0036480,Cep135,19.86,19.23,21.87,8.42,9.58,7.08
FBgn0036481,CG16959,2,2.14,3.27,2.94,1.47,0.36
FBgn0036482,CG13457,0,0,0,0.01,0.01,0
FBgn0036483,CG12316,37.86,35.82,43.25,8.39,9.25,8.42
FBgn0036484,Pex3,64.42,61.24,71.9,34.02,34.24,28.53
FBgn0036485,FucTA,0.05,0.07,0.04,0.2,0.18,0.21
FBgn0036486,Msh6,102.24,100.41,106.43,13.45,16.43,15.54
FBgn0036487,Prp31,66.09,62.35,62,45.5,46.84,46.85
FBgn0036488,CG6878,67.44,64.42,65.48,117.91,117.48,113.8
FBgn0036489,CG7011,55.36,53.18,59.43,51.75,51.36,47.58
FBgn0036490,CG6888,0,0,0.07,0,0.09,0.12
FBgn0036491,Best4,0,0,0,0,0,0
FBgn0036492,Best3,0,0.02,0,0.14,0.15,0.16
FBgn0036493,CG7255,38.49,38.32,37.41,33.64,39.79,41.17
FBgn0036494,Toll-6,0,0,0,0,0.01,0
FBgn0036495,CG33259,0,0,0,0,0,0
FBgn0036496,CG7804,0,0,0,0,0.02,0
FBgn0036497,Ran-like,0,0,0,0,0,0
FBgn0036498,CG13455,0.03,0.04,0.03,0.59,0.51,1.07
FBgn0036499,CG7276,0,0,0,0,0,0
FBgn0036500,CG7275,49.34,50.01,52.04,53.39,60,56.05
FBgn0036501,CG7272,5.52,5.13,4.96,18.45,14.31,14.4
FBgn0036502,CG7841,33.19,32.88,36.97,20.09,18.93,19.56
FBgn0036503,CG13454,0,0,0,0,0,0
FBgn0036504,yellow-k,16.9,15.38,20.26,12.53,10.73,9.33
FBgn0036505,CG7945,94.4,84.3,99,43.14,41.28,40.73
FBgn0036509,CG7739,51.84,47.61,49,56.81,54.68,46.19
FBgn0036510,SCCRO,91.5,89.86,91.36,64.75,66.24,70.23
FBgn0036512,CG16979,26.43,25.01,28.14,28.73,28.2,27.04
FBgn0036514,CG12301,39.96,34.15,38.63,27.41,30.47,26.35
FBgn0036515,AIMP2,129.53,130.04,126.41,116.03,125.55,116.76
FBgn0036516,CG7656,89.04,88.2,89.91,70.57,72.91,65.44
FBgn0036518,RhoGAP71E,55.92,53.25,62.64,34.85,35.14,29.49
FBgn0036519,CG7650,36.09,34.13,38.56,16.99,16.67,16.29
FBgn0036520,CG13449,0.04,0,0,0.05,0,0
FBgn0036522,CG7372,44.59,43.58,52.03,18.74,22.56,16.88
FBgn0036527,CG7304,0,0,0,0,0,0
FBgn0036528,CG7579,0,0,0,0.05,0.04,0.05
FBgn0036529,Pgant8,0.04,0.06,0.04,0.12,0.13,0.22
FBgn0036531,CG6244,0.18,0.26,0.3,0.39,0.07,0
FBgn0036532,CG13445,0,0,0,0,0.08,0
FBgn0036534,DCP2,64.88,65.23,83.63,44.13,45.76,35.46
FBgn0036536,CG12713,13.25,14.44,15.29,13.34,13.2,13.02
FBgn0036537,CG18081,279.76,249.14,271.04,355.25,303.34,348.59
FBgn0036538,CG15715,225.65,189.35,231.79,191.94,188.04,179.75
FBgn0036544,sff,1.02,0.84,1.15,0.5,0.52,0.57
FBgn0036545,GXIVsPLA2,9.92,9.51,9.65,19.8,20.51,24.16
FBgn0036547,CG17032,0.34,0.39,0.43,19.58,19.85,20.34
FBgn0036549,CG10516,11.73,10.91,10.44,15.28,15.08,15.5
FBgn0036550,CG17026,1.15,1.33,1.3,9.71,6.34,6.66
FBgn0036551,CG17029,6.86,6.58,5.6,30.24,24.1,22.26
FBgn0036552,CG17028,0,0.11,0.11,1.11,0.75,1.04
FBgn0036553,CG17027,0.19,0.23,0.21,1.25,0.7,0.69
FBgn0036556,CG5830,17.79,15.9,19.35,24.84,23.09,20.32
FBgn0036557,mRpS31,53.34,54.2,55.05,70.35,68.53,68.49
FBgn0036560,CG5895,0.03,0.02,0,0.21,0.22,0.23
FBgn0036563,CG13075,0.04,0.14,0,3.36,0.06,2.38
FBgn0036565,CG5235,36.75,37.74,40.3,14.38,14.67,14.65
FBgn0036566,ClC-c,50.13,51.42,54.82,39.19,35.94,31.75
FBgn0036567,CG13074,0,0,0,0,0,0
FBgn0036568,ATPsynbetaL,0,0.02,0,0.09,0.03,0.09
FBgn0036569,IleRS-m,13.95,14.51,15.4,9.14,10.38,8.31
FBgn0036570,IntS9,28.78,28.35,30.06,15.04,17.92,14.98
FBgn0036571,Strumpellin,15.21,15.44,15.32,14.59,15.27,12.86
FBgn0036574,elg1,67.96,64.4,74.79,17.66,22.05,18.79
FBgn0036575,CG5157,0,0,0,0.27,0.14,0.16
FBgn0036576,CG5151,33.58,33.19,40.27,19.79,23.95,20.14
FBgn0036577,CG13073,0,0,0,0.52,0.33,0.41
FBgn0036579,CG5027,29.97,25.58,29.58,17.25,16.47,15.06
FBgn0036580,PDCD-5,106.84,99.92,94.31,127.09,129.74,140.57
FBgn0036581,MED10,95.25,91.79,89.81,92.23,79.93,76.79
FBgn0036583,CG13055,0,0,0,0,0.02,0
FBgn0036584,CG13054,0,0,0,0,0,0
FBgn0036585,CG13071,0,0,0,0,0,0
FBgn0036586,CG13070,0,0,0,0,0,0
FBgn0036587,CG4950,0.07,0.05,0.03,12.58,13.17,9.03
FBgn0036588,CG13068,0,0.15,0.23,0.45,0.71,0.64
FBgn0036589,CG13067,8.54,8.34,6.18,62.53,35.87,29.96
FBgn0036590,CG13065,0,0.05,0.15,0,0,0
FBgn0036591,CG13050,0,0,0,0,0,0
FBgn0036592,CG13049,0,0,0,0,0,0
FBgn0036593,CG13048,0.25,0.22,0.4,0.05,0,0
FBgn0036594,CG13047,1.17,0.82,0.7,0,0,0.07
FBgn0036595,CG13046,1.06,0.95,1.13,0.18,0.04,0.18
FBgn0036596,CG13045,0.4,0.11,0.24,0,0.19,0
FBgn0036597,CG4962,0.22,0.21,0.32,0,0,0
FBgn0036598,CG4982,0,0,0,0,0,0
FBgn0036599,CG13044,0.07,0.05,0,0,0,0
FBgn0036600,CG13043,0,0,0,0,0,0
FBgn0036601,CG13063,0,0,0,0,0,0
FBgn0036602,CG13042,0,0,0,0,0,0
FBgn0036603,CG13062,0,0,0,0,0.04,0
FBgn0036605,CG13041,0,0,0,0,0.27,0.37
FBgn0036606,CG13060,0,0,0,0,0,0
FBgn0036607,CG13059,0,0,0,0,0,0
FBgn0036608,CG13040,0,0,0,0,0,0
FBgn0036609,CG13039,0,0,0,0,0,0
FBgn0036610,CG13058,0,0,0,0,0,0
FBgn0036612,CG4998,2.67,2.96,2.83,1.88,3.04,3.3
FBgn0036614,Golgin104,31.04,30.68,35.2,13.41,12.84,11.76
FBgn0036617,Cpr72Ea,0,0,0,0,0,0
FBgn0036618,Cpr72Eb,0,0,0.06,0,0,0
FBgn0036619,Cpr72Ec,1.28,1.56,1.71,1.63,1.69,1.78
FBgn0036620,CG4842,86.4,86.54,87.45,7.45,7.38,8.64
FBgn0036621,roq,51.34,49.99,62.32,22.56,22.95,20.26
FBgn0036622,CG4753,49.15,48.35,50.06,28.58,38.94,37.3
FBgn0036623,CG4729,79.17,72.25,85.29,122.6,120.87,101.55
FBgn0036624,RAF2,29.11,30.68,35.66,17.8,23.77,19
FBgn0036627,Gagr,0.11,0.07,0.09,0.57,0.84,0.88
FBgn0036629,GluRS-m,7.91,7.12,7.59,7.12,7.35,7.12
FBgn0036638,CG13033,0.78,2.37,1.89,0.34,0.12,0.28
FBgn0036639,CG4229,0,0,0,0.05,0,0
FBgn0036640,nxf2,35.84,38.33,38.6,31.51,35.38,27.34
FBgn0036641,Smn,113.22,111.5,107.51,81.19,75.64,94.93
FBgn0036643,Syx8,22.41,22.14,24.14,38.94,31.59,39.56
FBgn0036646,CR18217,17.34,16.2,16.34,16.19,12.45,14.62
FBgn0036648,CG4098,43.85,43.64,47.38,40.18,38.31,40.1
FBgn0036652,CG13032,0,0,0,0.04,0.03,0.06
FBgn0036654,CG9692,0.06,0,0,0,0,0.03
FBgn0036655,CG13031,0,0,0,0,0,0
FBgn0036656,CG13026,0,0,0,0,0.06,0
FBgn0036659,CG9701,0.37,0.2,0.09,0.09,0.1,0.77
FBgn0036660,CG13025,42.15,39.37,44.3,8.84,9.91,11.52
FBgn0036661,CG9705,281.14,257.49,296.84,81.82,93.18,77.38
FBgn0036662,CG9706,40.32,40.73,43.44,19.92,21.8,21.34
FBgn0036663,CG9674,19.54,22.17,20.15,54.28,48.73,41.64
FBgn0036665,CG13024,0.25,0.18,0.14,0.11,0.16,0.11
FBgn0036666,TSG101,82.47,81.46,87.29,96.49,105.11,95.85
FBgn0036667,kud,113.58,102.88,98.7,131.56,127.14,117.15
FBgn0036668,Zcchc7,25.63,27.04,29.41,27.5,33.84,26.94
FBgn0036670,CG13029,4,3.78,4.53,5.56,6.63,7.31
FBgn0036671,CG9951,46.62,45.71,50.4,26.19,29.83,26.43
FBgn0036676,CG13028,0.29,0.17,0.13,1.16,0.32,0.19
FBgn0036677,CG13023,0,0,0,0,0.01,0
FBgn0036678,CG11905,0,0,0,0.02,0,0
FBgn0036679,CG13022,0,0,0,0,0,0
FBgn0036680,Cpr73D,0.02,0.03,0.05,0.1,0.07,0.03
FBgn0036681,Obp73a,0,0,0,0,0,0
FBgn0036684,CG3764,12.19,11.93,13.47,8.04,9.57,8.43
FBgn0036685,CG6664,86.68,80.38,93,58.54,61.49,52.43
FBgn0036686,CG7728,48.84,49.38,51.53,38.52,47.88,38.21
FBgn0036687,CG6652,0.04,0.08,0.08,0.16,0.19,0.16
FBgn0036688,Fit2,18.53,19.33,17.86,5.67,6.22,6.17
FBgn0036689,CG7730,62.59,59.48,59.19,3.07,2.69,3.12
FBgn0036690,Ilp8,133.94,154.55,122.92,1.63,2.08,3.73
FBgn0036691,beg,46.71,44.91,48.65,40.75,42.06,40.99
FBgn0036695,Papst2,29.38,28.93,31.23,20.58,20.56,20.89
FBgn0036696,CG14057,43.24,46.68,47.71,56.36,62.5,69.22
FBgn0036697,rogdi,56.64,52.1,62.3,51.98,47.62,38.24
FBgn0036698,CG7724,0.24,0.11,0.07,1.14,1.34,1.25
FBgn0036702,CG6512,74.52,78.86,80.05,59.8,65.49,60.85
FBgn0036703,CG7707,0,0,0,0.04,0,0.04
FBgn0036704,CG6497,0,0,0,0,0,0
FBgn0036705,CG13723,0,0,0,0,0,0
FBgn0036706,ND-24L,0,0,0,0.06,0.04,0.05
FBgn0036707,CG13724,0,0,0,0,0,0
FBgn0036708,CG13725,0,0,0,0,0,0.05
FBgn0036709,Or74a,0,0,0,0,0,0
FBgn0036710,CG6479,52.3,51.87,55.1,19.51,24.09,20.19
FBgn0036711,CG13727,0,0,0,0,0,0
FBgn0036712,brv2,0,0,0.02,0,0,0
FBgn0036713,Mip,0,0,0,0,0,0.03
FBgn0036714,CG7692,13.55,13.81,15.54,9.96,11.21,9.4
FBgn0036715,Cad74A,34.77,42.02,33.88,0.47,0.62,0.38
FBgn0036716,CG13728,0.03,0.04,0,0,0.36,0.02
FBgn0036717,CG13731,0.26,0.47,0.36,0,0.03,0
FBgn0036723,CG12229,0,0,0,0,0.03,0.04
FBgn0036725,CG18265,0,0,0,0.01,0,0
FBgn0036726,QIL1,110.65,107.87,118.6,170.5,157.09,183.95
FBgn0036727,CG7589,0.4,0.11,0.63,3.99,2.18,3.16
FBgn0036728,UQCR-Q,412.39,430.12,422.63,434.38,510.53,455.53
FBgn0036729,CG13733,0.49,0.36,0.26,1.73,1.02,0.91
FBgn0036730,qjt,0.47,0.44,0.41,3.23,2.89,2.19
FBgn0036731,CG6333,0,0,0,0,0,0.04
FBgn0036732,Oatp74D,4.55,4.94,3.9,17.53,15.08,15.2
FBgn0036733,U4-U6-60K,31.95,32.58,38.09,20.84,24.64,21.04
FBgn0036734,CG7564,38.72,44.31,42.41,33.27,40.98,31.82
FBgn0036735,Edc3,54.97,53.28,63.73,11.93,11.58,10.48
FBgn0036738,CG7542,0,0.04,0,0,0,0.05
FBgn0036740,Vps60,104.83,98.88,103.87,197.05,169.17,178.54
FBgn0036741,CG7510,20.41,20.66,21.65,19.56,17.02,14.37
FBgn0036742,CG7497,1.74,1.57,1.33,27.71,19.88,28.01
FBgn0036745,CG7484,54.31,52.54,51.66,70.04,59.66,68.13
FBgn0036746,Crtc,29.36,31.45,36.17,13.35,14.22,11.56
FBgn0036747,CG6052,0,0,0,0,0,0
FBgn0036749,CG7460,9.19,9.05,9.13,8.54,9.82,8.08
FBgn0036750,CG6034,0.05,0,0,3.53,2.39,2.17
FBgn0036751,Adgf-B,0,0.02,0,0,0,0.08
FBgn0036752,Adgf-A,29.66,28,27.98,106.73,108.65,78.81
FBgn0036754,CG5589,33.42,31.27,35.06,28.65,35.8,27.42
FBgn0036756,Cln3,8.95,9.32,9.13,72.43,60.59,33.76
FBgn0036757,Ir75a,0.11,0.09,0.07,0.71,0.31,0.22
FBgn0036759,CG5577,1.63,2.32,1.97,13.93,14.99,17.63
FBgn0036760,CG5567,53.62,51.13,58.13,54.48,50.94,53.82
FBgn0036761,MED19,104.5,97.2,114.74,29.31,28.28,28.34
FBgn0036762,CG7430,190.95,198.37,196.7,170.7,177.96,173.91
FBgn0036763,TrpRS-m,21.24,22.37,22.86,17.2,20.96,15.59
FBgn0036764,CG5535,110.53,115.22,107.21,41.26,44.94,52.7
FBgn0036765,CG7408,10.62,14.38,10.82,2.84,3.7,3.61
FBgn0036766,CG5506,0,0,0,0.73,0,0.35
FBgn0036767,CG16775,0,0,0,0,0,0
FBgn0036768,CG7402,0.29,0.31,0.25,1.13,0.56,0.56
FBgn0036769,Tsp74F,107.26,104.89,106.25,157.28,124.64,108.96
FBgn0036770,Prestin,22.54,22.1,25.42,36.31,35.13,27.04
FBgn0036771,CG14353,20.17,20.25,20.25,19.02,17.97,18.92
FBgn0036772,CG5290,27.17,25.83,27.54,18,21.55,21.2
FBgn0036773,CG13698,21.13,20.85,21.78,22.02,22.52,20.79
FBgn0036774,mRpS26,101.91,97.97,105.04,102.47,107.68,116.13
FBgn0036775,CG5147,65.66,62.95,61.58,49.49,54.8,50.6
FBgn0036777,CG7341,17.47,16.9,19.49,6.63,7,6.09
FBgn0036778,Cyp312a1,0.05,0.02,0.06,0.27,0.29,0.21
FBgn0036780,CG7330,0.26,0.16,0.25,0.19,0.27,0.27
FBgn0036781,CG13699,0.11,0.08,0.07,0.5,0.5,0.25
FBgn0036782,CG7320,0.04,0,0.02,0.02,0.08,0.04
FBgn0036783,CheA75a,0,0,0,0.07,0,0.13
FBgn0036784,CG5103,0.02,0,0,0,0.02,0.04
FBgn0036785,CG13700,0,0,0,0,0,0
FBgn0036786,skl,0.06,0.02,0,0.7,0.69,1.16
FBgn0036787,CG4306,9.26,11.32,10.96,8.28,9.79,10.03
FBgn0036789,AstC-R2,0.02,0,0,0.07,0.13,0.02
FBgn0036790,AstC-R1,0.18,0.3,0.29,0.61,0.33,0.4
FBgn0036791,CG7271,0,0,0,0,0.05,0
FBgn0036793,CG4174,2.95,2.98,3.05,1.03,0.69,1.22
FBgn0036795,CG18233,0.03,0,0,0.06,0.11,0.03
FBgn0036796,CG18231,0,0,0,0,0,0.03
FBgn0036799,CG13380,15.6,16.98,19.4,4.64,5.59,4.48
FBgn0036801,MYPT-75D,40.78,40.32,47.48,12.73,12.95,11.12
FBgn0036804,Sgf11,50.24,43.93,48.44,31.46,31.68,28.14
FBgn0036805,Chmp1,111.74,102.13,106.07,208.25,186.13,191.73
FBgn0036806,Cyp12c1,0.05,0.06,0.06,1.41,1.83,2.58
FBgn0036807,CG6893,0,0,0,0.08,0,0
FBgn0036808,Dic4,0,0,0,0,0,0
FBgn0036809,CG12477,0.03,0.12,0,1.26,1.06,0.94
FBgn0036810,CG6885,0,0,0,0.04,0.03,0.04
FBgn0036811,MED11,29.08,29.01,28.01,24.9,27.16,27.56
FBgn0036812,Nufip,30.14,26.73,30.06,13.47,13.08,12.17
FBgn0036813,Atg3,51.83,49.75,52.77,64.47,68.6,58.4
FBgn0036814,CG14073,22.23,21.82,28.29,6.02,6.35,5.12
FBgn0036815,HipHop,158.26,155.08,156.87,61.44,59.6,62.8
FBgn0036816,Indy,103.81,110.22,110.72,79.13,82.65,67.38
FBgn0036817,CG6865,0.13,0.09,0,0.05,0,0
FBgn0036818,CG14074,16.5,15,16,5.71,5.62,5.58
FBgn0036819,Dysb,13.74,14.62,16.79,12.75,10.49,10.49
FBgn0036820,Grx1,113.02,103.27,107.54,123.12,111.98,120.86
FBgn0036821,CG3961,3.24,2.86,3.15,9.45,9.6,9.47
FBgn0036822,NijB,0,0,0,0.13,0.14,0.12
FBgn0036824,CG3902,214.27,214.2,223.56,135.69,160.17,144.69
FBgn0036825,RpL26,2807.47,2956.98,2712.55,4454.63,5093.28,4951.65
FBgn0036826,arx,65.32,58.14,73,75.55,76.54,71.89
FBgn0036827,CG6843,60.93,52.97,63.96,31.5,32.51,28.72
FBgn0036828,CG6841,27.46,27.87,29.49,21.63,23.6,22.37
FBgn0036829,Ir75d,0,0,0.04,0.02,0.04,0
FBgn0036830,CG14077,0,0,0,0,0,0
FBgn0036831,CG6839,0.03,0,0,0,0.02,0
FBgn0036832,CG18223,0,0,0,0,0,0
FBgn0036833,CG3819,0,0,0,0.03,0,0.03
FBgn0036834,CG6836,4.04,3.6,3.99,11.24,9.36,9.81
FBgn0036835,CG14075,0.07,0,0,0,0,0
FBgn0036836,CG11619,0.05,0.14,0.1,0.32,0.29,0.29
FBgn0036837,CG18135,85.92,82.41,86.39,103.19,78.37,84.66
FBgn0036838,CG3808,30.43,29.61,32.72,26.59,32.19,26.88
FBgn0036839,SmydA-2,0,0,0,0.05,0.07,0.1
FBgn0036842,CG3797,35.82,37.27,40.5,21.8,19.73,22.62
FBgn0036843,Sfxn2,25.11,21.92,25.22,26.46,29.26,24.12
FBgn0036844,Mkp3,40.26,38.35,44.74,20.47,20.4,18.54
FBgn0036846,MESR6,38.86,38.87,40.37,32.88,30.92,26.46
FBgn0036847,CNPYb,74.08,64.82,66.91,50.4,46.21,51.26
FBgn0036848,CG10424,53.3,49.45,51.1,60.51,58.96,63.57
FBgn0036849,CG14079,0.76,0.73,0.48,6.37,6.22,6.67
FBgn0036850,Gem2,48.59,46.32,52.55,18.08,19.96,17.54
FBgn0036851,CG14082,0,0,0,0,0.01,0.01
FBgn0036853,mRpL21,77.77,76,72.29,105.17,97.74,124.04
FBgn0036856,CG9666,34.51,30.97,35.03,23.61,28.07,24.42
FBgn0036857,CG9629,4.87,5.32,4.51,3.33,3.04,3.51
FBgn0036858,CG14088,0,0,0,0,0,0
FBgn0036859,CG14085,0,0.01,0,0.02,0.02,0
FBgn0036860,CG14086,0,0,0,0,0,0
